aReplica,Periodo,SumaW0,SumaW1,SumaW2,SumaW3,SumaW4,SumaW5,SumaW6,SumaW7,SumaW8,SumaW9,TotalDur,BI_W0,BI_W1,BI_W2,BI_W3,BI_W4,BI_W5,BI_W6,BI_W7,BI_W8,BI_W9,BI_Sistema,EstacionCuelloBotella,Producto1,Producto2,Producto3,TotalProductos
1,17,0.522898,2.508355,0.466406,0.44511,0.478971,1.040615,0.036273,0.390432,0.118095,0.566763,6.573918,0.079541302,0.38156165,0.070947949,0.067708481,0.07285929,0.15829449,0.005517714,0.059391066,0.017964173,0.086213883,0.38156165,W1,20,11,5,36
1,18,2.278234,1.65005,0.41584,0.430632,0.428285,1.733646,0.03214,0.34792,0.129317,0.530655,7.976719,0.285610412,0.206858233,0.05213171,0.053986106,0.053691875,0.217338231,0.004029226,0.043616931,0.016211803,0.066525472,0.285610412,W0,29,5,5,39
1,19,1.065381,2.969783,0.466859,0.447524,0.482595,3.015803,0.038113,0.467471,0.082446,0.370473,9.406448,0.113260712,0.315717793,0.049631806,0.047576301,0.051304701,0.320610181,0.004051795,0.049696868,0.008764839,0.039385005,0.320610181,W5,27,6,,33
1,20,1.21777,5.906244,0.599268,0.607719,0.622428,4.198267,0.059389,0.809752,0.142348,0.688597,14.851782,0.081994874,0.397679147,0.040349905,0.040918928,0.041909314,0.282677661,0.003998779,0.054522212,0.009584574,0.046364605,0.397679147,W1,31,10,2,43
1,21,1.157433,2.753575,0.366673,0.363087,0.363157,5.727441,0.029404,0.330434,0.117242,0.548856,11.757302,0.098443759,0.234201265,0.031186832,0.03088183,0.030887784,0.487139056,0.002500914,0.028104577,0.009971846,0.046682138,0.487139056,W5,28,5,2,35
1,22,1.348196,3.061829,0.617331,0.571945,0.605328,12.49867,0.051729,0.587932,0.162858,0.783771,20.289589,0.066447674,0.150906408,0.030425998,0.028189088,0.029834414,0.616013957,0.002549534,0.028977029,0.008026678,0.03862922,0.616013957,W5,32,7,8,47
1,23,1.33099,1.927384,0.61684,0.594069,0.629973,3.317017,0.056638,0.789761,0.208429,1.063717,10.534818,0.126342002,0.182953706,0.058552507,0.056391007,0.059799135,0.314862298,0.005376268,0.074966744,0.019784775,0.100971559,0.314862298,W5,30,8,8,46
1,24,1.442958,1.948397,0.449371,0.451059,0.442247,0.909419,0.033429,0.346511,0.076678,0.355506,6.455575,0.22352122,0.301816182,0.069609756,0.069871235,0.068506214,0.140873431,0.005178315,0.053676241,0.011877796,0.05506961,0.301816182,W1,24,12,3,39
1,25,1.276696,2.542206,0.549985,0.555449,0.554641,1.886623,0.047428,0.554906,0.13367,0.720852,8.822456,0.144709818,0.288151735,0.062339217,0.062958546,0.062866961,0.213843288,0.005375827,0.062896998,0.01515111,0.0817065,0.288151735,W1,22,14,4,40
1,26,1.047618,1.891879,0.450819,0.466199,0.463763,1.142292,0.028983,0.307003,0.096855,0.454347,6.349758,0.1649855,0.297945056,0.070997824,0.073419963,0.073036327,0.17989536,0.004564426,0.048348772,0.015253337,0.071553436,0.297945056,W1,29,6,4,39
1,27,0.723413,1.887784,0.44966,0.435645,0.446285,2.026451,0.037325,0.424919,0.106286,0.484697,7.022465,0.103014113,0.268820706,0.064031647,0.062035909,0.063551047,0.288566906,0.005315085,0.060508525,0.015135141,0.069020921,0.288566906,W5,25,11,5,41
1,28,1.130347,1.799166,0.51737,0.530755,0.509226,1.607565,0.04235,0.467283,0.165599,0.72698,7.496641,0.150780463,0.239996286,0.069013576,0.070799042,0.067927222,0.21443804,0.005649197,0.062332317,0.02208976,0.096974098,0.239996286,W1,23,11,4,38
1,29,0.748745,4.741387,0.516057,0.518992,0.521979,1.710618,0.038981,0.513102,0.146942,0.782121,10.238924,0.073127313,0.463074733,0.050401488,0.050688139,0.050979869,0.167070094,0.003807138,0.050112883,0.014351313,0.076387031,0.463074733,W1,24,10,6,40
1,30,0.6686,2.948643,0.533666,0.534257,0.543985,1.428044,0.04113,0.524729,0.22677,1.14711,8.596934,0.077771913,0.342987744,0.062076317,0.062145062,0.063276629,0.166110848,0.004784264,0.06103676,0.026378009,0.133432454,0.342987744,W1,26,6,7,39
1,31,0.770057,2.016058,0.549659,0.562685,0.554794,1.060295,0.047809,0.602743,0.170333,0.834103,7.168536,0.107421794,0.281237062,0.076676605,0.078493712,0.077392929,0.147909559,0.006669284,0.084081743,0.023761198,0.116356115,0.281237062,W1,24,10,8,42
1,32,1.55452,2.621016,0.499589,0.498787,0.512502,0.440539,0.034422,0.344708,0.178286,0.79344,7.477809,0.207884422,0.350505877,0.066809543,0.066702292,0.068536385,0.058912845,0.00460322,0.04609746,0.02384201,0.106105946,0.350505877,W1,30,6,3,39
1,33,1.034712,5.065868,0.53466,0.534936,0.541861,1.214743,0.047392,0.557005,0.138475,0.768185,10.437837,0.099130883,0.485336952,0.051223256,0.051249699,0.05191315,0.116378805,0.004540404,0.053364026,0.013266638,0.073596187,0.485336952,W1,28,7,3,38
1,34,1.837611,4.341182,0.433627,0.424064,0.43296,1.731657,0.037552,0.403098,0.110467,0.666452,10.41867,0.176376735,0.416673337,0.041620188,0.040702316,0.041556168,0.166207107,0.003604299,0.038689967,0.010602793,0.06396709,0.416673337,W1,22,9,5,36
1,35,1.118577,4.593808,0.601737,0.586926,0.601257,3.83321,0.05427,0.766331,0.143299,0.858373,13.157788,0.085012542,0.34913224,0.045732383,0.044606738,0.045695903,0.291326323,0.004124553,0.058241628,0.010890812,0.065236877,0.34913224,W1,36,6,3,45
1,36,1.09876,1.926315,0.500149,0.52194,0.505776,1.41175,0.035086,0.408863,0.183369,1.220336,7.812344,0.140644088,0.246573244,0.06402035,0.066809654,0.064740621,0.180707608,0.004491098,0.052335509,0.023471701,0.156206127,0.246573244,W1,25,12,4,41
1,37,1.246641,2.300523,0.46805,0.482913,0.47799,3.700067,0.039331,0.550631,0.160767,0.940141,10.367054,0.120250266,0.221907111,0.045147831,0.046581507,0.046106637,0.356906311,0.003793845,0.053113546,0.015507491,0.090685454,0.356906311,W5,25,9,5,39
1,38,0.762868,1.299647,0.418421,0.419992,0.415028,6.689094,0.035444,0.392082,0.156953,0.76402,11.353549,0.06719203,0.11447055,0.036853763,0.036992133,0.036554913,0.589163265,0.003121843,0.034533871,0.013824136,0.067293496,0.589163265,W5,24,8,1,33
1,39,1.439754,1.919801,0.48421,0.461061,0.49932,8.025428,0.03966,0.492476,0.154111,0.785643,14.301464,0.100671791,0.134238075,0.033857373,0.032238727,0.034913908,0.561161291,0.002773143,0.034435356,0.01077589,0.054934446,0.561161291,W5,26,6,6,38
1,40,0.820575,2.825194,0.633842,0.612319,0.64247,9.77302,0.054658,0.765815,0.189583,0.938218,17.255694,0.047553868,0.163725319,0.036732339,0.03548504,0.037232348,0.566364934,0.003167534,0.044380423,0.010986692,0.054371502,0.566364934,W5,37,9,4,50
1,41,0.56244,2.314007,0.548915,0.527264,0.551797,3.197187,0.046369,0.620297,0.154036,0.736862,9.259174,0.060744079,0.249915057,0.059283366,0.056945036,0.059594625,0.345299376,0.005007898,0.066992693,0.016636041,0.079581829,0.345299376,W5,29,7,6,42
1,42,0.569675,1.682196,0.433163,0.454075,0.440775,0.958188,0.02905,0.328074,0.091719,0.38885,5.375765,0.105970964,0.312922161,0.080576997,0.084467048,0.081992981,0.178242166,0.005403882,0.061028337,0.017061572,0.072333891,0.312922161,W1,27,11,2,40
1,43,1.181998,1.871311,0.516509,0.490697,0.508836,1.057591,0.041501,0.534566,0.136787,0.625895,6.965691,0.169688549,0.268646858,0.074150432,0.070444842,0.073048891,0.151828584,0.005957916,0.076742709,0.019637248,0.089853971,0.268646858,W1,26,10,4,40
1,44,1.666101,1.502086,0.450306,0.443634,0.422073,0.653381,0.037688,0.406152,0.175238,1.063747,6.820406,0.244281792,0.220234103,0.066023342,0.065045101,0.061883853,0.095797963,0.005525771,0.059549534,0.025693192,0.155965349,0.244281792,W0,22,10,5,37
1,45,0.55212,3.849905,0.433812,0.417909,0.443476,3.690248,0.030757,0.372302,0.188291,1.600908,11.579728,0.047679876,0.332469381,0.037463056,0.036089708,0.038297618,0.318681751,0.002656107,0.032151187,0.016260399,0.138250916,0.332469381,W1,25,6,2,33
1,46,0.724454,6.376855,0.500187,0.522486,0.514976,7.364883,0.045421,0.603974,0.135582,0.774781,17.563599,0.041247469,0.363072227,0.028478616,0.029748231,0.029320642,0.419326529,0.002586087,0.034387827,0.007719488,0.044112884,0.419326529,W5,29,9,3,41
1,47,1.955875,4.711783,0.583077,0.607876,0.559538,4.209608,0.042489,0.572237,0.128373,0.651153,14.022009,0.139486075,0.336027669,0.041582986,0.043351563,0.039904268,0.300214327,0.003030165,0.040809915,0.009155108,0.046437925,0.336027669,W1,27,13,7,47
1,48,2.432385,1.387991,0.415147,0.415439,0.414573,1.530282,0.032144,0.368686,0.17338,0.950485,8.120512,0.299535916,0.170924075,0.051123254,0.051159213,0.051052569,0.188446492,0.003958371,0.045401817,0.02135087,0.117047423,0.299535916,W0,35,6,2,43
1,49,0.954042,1.699689,0.415028,0.424981,0.40876,1.262962,0.035231,0.480816,0.114849,0.60197,6.398328,0.149108017,0.265645806,0.064865071,0.066420634,0.06388544,0.19738938,0.005506282,0.075147132,0.017949846,0.094082392,0.265645806,W1,28,10,1,39
1,50,0.540236,1.0443,0.265734,0.264585,0.26414,0.59914,0.018853,0.205369,0.036515,0.177239,3.416111,0.158143573,0.305698498,0.077788456,0.077452109,0.077321843,0.175386573,0.005518849,0.060117777,0.010689055,0.051883267,0.305698498,W1,13,5,1,19
2,0,0.215276,0.411502,0.132785,0.151873,0.128873,0.199607,0.01187,0.124491,0.02388,0.1,1.500157,0.143502313,0.274305956,0.088514069,0.10123807,0.085906342,0.133057407,0.007912505,0.082985314,0.015918334,0.06665969,0.274305956,W1,10,1,2,13
2,1,1.653735,1.463913,0.500255,0.479882,0.518321,3.947702,0.042064,0.756968,0.127194,0.596081,10.086115,0.163961545,0.145141415,0.049598384,0.047578478,0.051389559,0.391399662,0.004170486,0.075050503,0.012610802,0.059099168,0.391399662,W5,33,6,1,40
2,2,1.27655,2.306769,0.483137,0.493359,0.488885,1.431805,0.038567,0.491814,0.107277,0.583898,7.702061,0.165741352,0.299500225,0.062728275,0.064055452,0.063474569,0.185898943,0.005007361,0.063854857,0.01392835,0.075810617,0.299500225,W1,30,6,5,41
2,3,1.084932,1.608469,0.482899,0.493689,0.494825,2.058689,0.038707,0.423388,0.130398,0.630587,7.446583,0.145695281,0.21600095,0.064848401,0.066297388,0.066449941,0.276460895,0.005197955,0.056856682,0.017511119,0.08468139,0.276460895,W5,26,13,2,41
2,4,1.081753,2.116787,0.434177,0.444978,0.430932,0.767813,0.026825,0.302368,0.101156,0.393182,6.099971,0.1773374,0.347015912,0.071176896,0.07294756,0.070644926,0.125871582,0.004397562,0.04956876,0.01658303,0.064456372,0.347015912,W1,27,8,2,37
2,5,0.732346,1.703917,0.51683,0.489027,0.526989,1.308339,0.035643,0.413827,0.171643,0.686815,6.585376,0.111207925,0.258742553,0.078481472,0.074259541,0.080024132,0.198673394,0.005412447,0.062840299,0.026064267,0.104293969,0.258742553,W1,28,5,7,40
2,6,0.983996,4.118596,0.500619,0.51642,0.499604,1.123565,0.04064,0.428815,0.134708,0.789498,9.136461,0.107699907,0.450786798,0.054793535,0.05652298,0.054682442,0.122975953,0.004448112,0.046934475,0.014744002,0.086411796,0.450786798,W1,28,5,3,36
2,7,0.825961,5.519646,0.551767,0.535367,0.556155,1.102115,0.044938,0.550291,0.160925,0.892792,10.739957,0.076905429,0.513935577,0.051375159,0.049848151,0.051783727,0.102618195,0.004184188,0.051237728,0.014983766,0.08312808,0.513935577,W1,31,8,5,44
2,8,0.75774,4.990554,0.533288,0.525217,0.520477,2.029195,0.046374,0.639794,0.119145,0.581141,10.742925,0.070533863,0.464543316,0.049640857,0.048889572,0.048448351,0.188886639,0.004316701,0.059554916,0.011090555,0.05409523,0.464543316,W1,26,9,4,39
2,9,0.919264,3.993418,0.466143,0.48123,0.448087,2.098451,0.043864,0.532688,0.094774,0.473628,9.551547,0.09624242,0.418091226,0.04880288,0.050382414,0.046912505,0.2196975,0.004592345,0.055769814,0.009922372,0.049586522,0.418091226,W1,24,10,1,35
2,10,0.765929,4.840025,0.567016,0.583242,0.570836,3.925563,0.045905,0.548517,0.195173,1.060444,13.10265,0.058456038,0.369392833,0.04327491,0.044513285,0.043566454,0.299600691,0.00350349,0.041863058,0.014895689,0.080933552,0.369392833,W1,34,8,1,43
2,11,0.937432,4.195891,0.615413,0.620557,0.622213,2.16488,0.046122,0.557712,0.124647,0.599697,10.484564,0.08941068,0.400196994,0.058697052,0.059187678,0.059345625,0.206482597,0.004399038,0.053193628,0.01188862,0.057198087,0.400196994,W1,30,7,5,42
2,12,1.094198,4.536073,0.499811,0.480328,0.49945,1.514326,0.040847,0.504531,0.149706,0.751387,10.070657,0.108652097,0.450424734,0.049630426,0.047695796,0.04959458,0.15037013,0.004056041,0.050099115,0.014865564,0.074611517,0.450424734,W1,26,9,5,40
2,13,1.19197,4.061625,0.5009,0.515086,0.496629,1.47852,0.039342,0.461148,0.135431,0.653248,9.533899,0.1250244,0.426019302,0.052538841,0.054026794,0.05209086,0.155080309,0.004126538,0.048369298,0.014205206,0.068518452,0.426019302,W1,24,10,2,36
2,14,1.034551,3.298555,0.385399,0.383131,0.383221,4.647672,0.029148,0.345318,0.110763,0.689311,11.307069,0.091495948,0.291725026,0.034084784,0.033884201,0.033892161,0.41104127,0.002577856,0.03054001,0.009795907,0.060962837,0.41104127,W5,23,9,3,35
2,15,0.759563,4.40433,0.631409,0.640789,0.643372,6.196573,0.056469,0.966319,0.151002,0.835987,15.285813,0.049690716,0.288131878,0.041306864,0.041920505,0.042089485,0.405380662,0.00369421,0.063216723,0.009878572,0.054690385,0.405380662,W5,31,8,4,43
2,16,1.588939,4.213573,0.583067,0.583312,0.583862,2.400283,0.047656,0.727657,0.148566,0.772753,11.649668,0.136393501,0.361690393,0.050050096,0.050071126,0.050118338,0.206038747,0.00409076,0.062461608,0.01275281,0.06633262,0.361690393,W1,38,8,2,48
2,17,0.90369,3.839076,0.465445,0.483781,0.471202,0.6191,0.030704,0.387651,0.130159,0.796369,8.127177,0.111193592,0.472375094,0.057270194,0.059526328,0.057978558,0.076176512,0.003777942,0.047698112,0.016015278,0.097988391,0.472375094,W1,28,8,2,38
2,18,1.276784,3.088129,0.519954,0.498304,0.522427,0.713028,0.039185,0.440345,0.132972,0.637671,7.868799,0.162259069,0.392452393,0.066077936,0.063326564,0.066392216,0.090614591,0.004979794,0.055960891,0.01689864,0.081037907,0.392452393,W1,34,8,2,44
2,19,0.419111,1.340324,0.348942,0.337178,0.357436,3.789898,0.026483,0.2946,0.062388,0.235499,7.211859,0.058114142,0.185850001,0.048384473,0.046753271,0.049562256,0.525509165,0.003672146,0.040849384,0.008650751,0.03265441,0.525509165,W5,17,7,3,27
2,20,0.879365,2.770683,0.483747,0.491728,0.492856,9.914343,0.037338,0.46622,0.132685,0.580665,16.24963,0.054116001,0.170507452,0.029769724,0.030260874,0.030330291,0.610127308,0.002297775,0.028691115,0.008165417,0.035734044,0.610127308,W5,25,6,4,35
2,21,1.681814,3.026938,0.650344,0.647499,0.65736,14.608199,0.060124,0.754391,0.195237,0.939074,23.22098,0.072426487,0.130353585,0.028006742,0.027884224,0.028308883,0.629094853,0.00258921,0.032487475,0.008407785,0.040440757,0.629094853,W5,35,10,3,48
2,22,1.526199,3.814743,0.650949,0.676654,0.660207,3.728676,0.056168,0.806786,0.216124,1.447513,13.584019,0.112352537,0.2808258,0.047920207,0.049812504,0.048601743,0.274489899,0.004134859,0.05939229,0.015910166,0.106559995,0.2808258,W1,33,6,7,46
2,23,0.683666,3.925135,0.569842,0.573515,0.55977,2.582629,0.049028,0.667334,0.146531,0.665472,10.422922,0.065592547,0.376586815,0.054672001,0.055024397,0.053705669,0.247783587,0.004703863,0.064025616,0.014058534,0.063846971,0.376586815,W1,30,11,2,43
2,24,0.725519,2.114265,0.50244,0.51073,0.503028,0.898151,0.04141,0.480719,0.117709,0.645627,6.539598,0.110942446,0.323301983,0.076830411,0.078098073,0.076920324,0.137340399,0.006332194,0.073508953,0.017999424,0.098725793,0.323301983,W1,28,9,1,38
2,25,1.378807,2.742364,0.533697,0.545914,0.540864,1.987296,0.040601,0.421339,0.172011,1.147137,9.51003,0.144984506,0.288365442,0.056119381,0.057404025,0.056873007,0.208968426,0.004269282,0.044304697,0.018087325,0.12062391,0.288365442,W1,30,4,5,39
2,26,1.366633,2.366666,0.500125,0.462299,0.495119,1.107253,0.043227,0.486063,0.154813,0.810638,7.792836,0.17537043,0.303697653,0.064177534,0.059323589,0.063535149,0.142086013,0.005547018,0.062373056,0.019866067,0.10402349,0.303697653,W1,26,11,4,41
2,27,1.092418,2.991694,0.517629,0.502295,0.492661,3.067895,0.039383,0.556506,0.165272,0.857135,10.282888,0.106236497,0.290939082,0.050338874,0.048847658,0.047910762,0.298349549,0.003829955,0.054119621,0.016072527,0.083355474,0.298349549,W5,31,9,3,43
2,28,1.246812,1.716298,0.497573,0.491822,0.489736,1.414379,0.044789,0.607141,0.156442,0.784621,7.449613,0.167366009,0.230387538,0.066791792,0.066019805,0.065739791,0.189859393,0.006012259,0.08149967,0.021000017,0.105323726,0.230387538,W1,24,10,6,40
2,29,1.255925,1.338644,0.417755,0.456567,0.41796,0.665893,0.031187,0.347459,0.157147,0.860255,5.948792,0.211122695,0.225027871,0.070225182,0.076749532,0.070259643,0.111937516,0.005242577,0.058408329,0.026416624,0.144610032,0.225027871,W1,29,5,4,38
2,30,0.469708,3.132622,0.533104,0.543967,0.543765,1.368448,0.042278,0.491386,0.088464,0.431091,7.644833,0.061441237,0.409769841,0.069733897,0.071154857,0.071128434,0.179002995,0.005530271,0.064276878,0.011571737,0.056389852,0.409769841,W1,24,8,5,37
2,31,0.942366,4.259141,0.550914,0.558636,0.5518,1.537148,0.046992,0.525207,0.212158,1.022721,10.207083,0.092324712,0.417273084,0.053973697,0.05473023,0.054060499,0.150596209,0.004603862,0.051455151,0.02078537,0.100197187,0.417273084,W1,29,9,3,41
2,32,1.79313,3.064055,0.535371,0.531831,0.538585,2.673186,0.049262,0.735099,0.190013,1.94024,12.050772,0.148797936,0.254262134,0.044426282,0.044132525,0.044692987,0.22182695,0.004087871,0.061000158,0.015767704,0.161005453,0.254262134,W1,26,12,2,40
2,33,0.938117,2.66682,0.549798,0.56691,0.549366,3.566895,0.049077,0.737358,0.164201,0.74945,10.537992,0.089022368,0.253067188,0.052172938,0.053796776,0.052131943,0.33847957,0.004657149,0.069971395,0.015581811,0.071118862,0.33847957,W5,31,12,3,46
2,34,0.9943,1.906816,0.450041,0.448019,0.45353,0.806437,0.037167,0.425225,0.072973,0.372823,5.967331,0.166623906,0.319542522,0.075417469,0.075078624,0.076002152,0.135141992,0.006228413,0.071258826,0.01222875,0.062477345,0.319542522,W1,21,9,6,36
2,35,1.097286,1.657963,0.463565,0.472003,0.482935,1.124413,0.035355,0.416954,0.173118,0.897731,6.821323,0.16086117,0.243055929,0.067958225,0.069195228,0.07079785,0.164837965,0.005183012,0.061125093,0.025378948,0.131606581,0.243055929,W1,24,9,5,38
2,36,1.045577,1.874855,0.517042,0.519745,0.52003,2.235691,0.045379,0.51579,0.148189,0.897745,8.320043,0.125669663,0.225341984,0.06214415,0.062469028,0.062503283,0.268711472,0.005454179,0.06199367,0.017811086,0.107901486,0.268711472,W5,35,7,,42
2,37,1.602787,2.195301,0.466185,0.442775,0.467967,1.724651,0.033629,0.396068,0.105603,0.473543,7.908509,0.202666141,0.277587217,0.058947268,0.055987165,0.059172595,0.218075367,0.004252255,0.050081248,0.013353086,0.059877658,0.277587217,W1,29,6,4,39
2,38,1.313681,1.157381,0.416682,0.422033,0.414376,2.607611,0.034759,0.396434,0.163369,0.830133,7.756459,0.169366073,0.149215125,0.053720648,0.054410524,0.053423347,0.336185752,0.004481297,0.051110178,0.021062317,0.107024739,0.336185752,W5,20,9,3,32
2,39,3.245909,4.857187,0.650643,0.631149,0.652835,3.843126,0.049647,0.729742,0.20025,1.039645,15.900133,0.204143513,0.305480904,0.040920601,0.039694574,0.041058462,0.241704016,0.003122427,0.045895339,0.012594234,0.065385931,0.305480904,W1,30,6,10,46
2,40,0.934285,5.15665,0.466627,0.483645,0.465682,2.375978,0.037306,0.496696,0.100121,0.528506,11.045496,0.084585156,0.466855449,0.042245907,0.043786626,0.042160352,0.215108312,0.003377485,0.044968193,0.009064419,0.0478481,0.466855449,W1,28,9,3,40
2,41,1.03701,2.508186,0.516418,0.55134,0.539075,4.555633,0.036728,0.430129,0.136061,0.630449,10.941029,0.094781761,0.229245896,0.047200131,0.05039197,0.04927096,0.416380671,0.003356905,0.039313395,0.01243585,0.057622459,0.416380671,W5,24,8,7,39
2,42,3.261321,1.988987,0.550781,0.560815,0.540879,2.281431,0.042777,0.503052,0.195859,1.034037,10.959939,0.297567441,0.181477926,0.050254021,0.051169537,0.049350548,0.208160921,0.003903033,0.045899161,0.017870446,0.094346967,0.297567441,W0,31,9,4,44
2,43,1.311108,1.752011,0.481535,0.476184,0.471023,1.464652,0.038391,0.428791,0.170881,1.07879,7.673366,0.170864781,0.228323659,0.062754077,0.06205673,0.061384144,0.190874774,0.00500315,0.055880431,0.022269367,0.140588889,0.228323659,W1,27,8,5,40
2,44,2.004751,2.537934,0.465818,0.468531,0.464805,4.392564,0.038415,0.507166,0.116499,0.802156,11.798639,0.16991375,0.215103962,0.039480655,0.039710597,0.039394798,0.372294126,0.003255884,0.042985127,0.009873935,0.067987164,0.372294126,W5,23,9,6,38
2,45,0.974944,3.251487,0.549424,0.564353,0.560076,1.04376,0.048991,0.612655,0.155534,0.685499,8.446723,0.11542275,0.384940645,0.065045817,0.066813248,0.066306898,0.123569815,0.005800001,0.072531679,0.018413531,0.081155615,0.384940645,W1,32,10,2,44
2,46,0.760725,1.384325,0.415816,0.422221,0.396146,0.94145,0.032625,0.371416,0.087208,0.37679,5.188722,0.146611246,0.266794983,0.080138423,0.081372831,0.076347509,0.181441596,0.006287675,0.071581403,0.016807222,0.072617111,0.266794983,W1,22,9,6,37
2,47,1.045379,1.590292,0.432134,0.40155,0.430664,2.835481,0.037168,0.478234,0.12741,0.538359,7.916671,0.132047801,0.20087888,0.054585317,0.050722077,0.054399633,0.358165825,0.004694903,0.060408472,0.016093886,0.068003205,0.358165825,W5,24,9,2,35
2,48,1.264408,2.312797,0.499758,0.51465,0.504922,6.864221,0.048517,0.5734,0.125475,0.525876,13.234024,0.095542218,0.174761433,0.037763117,0.038888399,0.038153324,0.518679806,0.003666081,0.043327713,0.009481243,0.039736667,0.518679806,W5,28,6,7,41
